2.417552252870256950e+02,8.992376968921422797e-01
2.305090581718945941e+02,8.728596795764969052e-01
1.230134804456111084e+02,5.813528593593003668e-01
1.667256322000770581e+02,7.146265233387990579e-01
1.296211495166113252e+02,2.653912026816473979e-01
2.038748004761201287e+02,8.090105098920041815e-01
1.018087562922652722e+02,4.384825743905331752e-01
1.273045123403404659e+02,2.734298746885093223e-01
1.987720101523561596e+02,7.964936060495960701e-01
1.523220460880118310e+02,1.954139454067088666e-01
1.819167787480639333e+02,7.542573107600487603e-01
1.508953628667305225e+02,1.994881277275321330e-01
1.609564679041353372e+02,1.713612169051179634e-01
1.023252820971132024e+02,4.571783241039669710e-01
1.021376882645424615e+02,4.175616963772192936e-01
1.018795927750449408e+02,4.438840875892303695e-01
1.165760786502006709e+02,3.149813536793397706e-01
1.125252121223966242e+02,3.337283526841380299e-01
1.554098340304394696e+02,1.866992448764409618e-01
1.853627658014053452e+02,1.073849360606948800e-01
1.453834842793201005e+02,6.548559799334202625e-01
1.074687414999760620e+02,5.081083503313248428e-01
2.279872930070795576e+02,8.669037085713900970e-01
1.892151795455081640e+02,7.727319667256077329e-01
1.291767386150329457e+02,2.669146012502073839e-01
2.004101207125205235e+02,8.005237665106416101e-01
1.053484211372655182e+02,4.926001742511462167e-01
1.856724427203888581e+02,1.066010470360327922e-01
1.472091223964508515e+02,2.101688515538006341e-01
1.354096207203973279e+02,6.241623842698920122e-01
1.423494942719990775e+02,2.246353317348373513e-01
1.055625878521386056e+02,4.943360450172678000e-01
1.124072522904412921e+02,5.360887090451514903e-01
2.084653840354369549e+02,8.201820791604669258e-01
1.180374660585220283e+02,5.616476114283002197e-01
1.429278534527182103e+02,6.475161738049863835e-01
1.421058583444002181e+02,2.253735908977642366e-01
1.857942090011414962e+02,1.062929726161064292e-01
1.735400592711904721e+02,1.377767434552685799e-01
1.549011700083162850e+02,6.822786476395852340e-01
1.317134771427331543e+02,2.583279816233283732e-01
1.402136477058474782e+02,6.392503490228508278e-01
1.175773731945779019e+02,5.597131461480030490e-01
1.586968961421272297e+02,1.775639025012695216e-01
1.181268982510576819e+02,5.620210724689762571e-01
1.273783842693064514e+02,2.731696746493676997e-01
1.578368577404595783e+02,6.904634078019640242e-01
1.630412852702298210e+02,1.656896088650380294e-01
1.582834186523839435e+02,6.916987286923526046e-01
1.218488038523180563e+02,5.769162638304480284e-01
1.646394442708388510e+02,7.090309123912624800e-01
1.823633740530473517e+02,1.150072331936337761e-01
1.100327728952086659e+02,3.468122533983661882e-01
1.645843521294423795e+02,7.088825578974463637e-01
1.193077248712938712e+02,5.668783071163233656e-01
1.903151168266428783e+02,7.754900836576146261e-01
1.446682200305937158e+02,6.527308260410011886e-01
1.655705722385700938e+02,1.588705567232641391e-01
1.053730483074110538e+02,3.776019792518099383e-01
1.160005775222645923e+02,3.175007044518934340e-01
2.072158581746654420e+02,8.171491453262842430e-01
2.403762041206765900e+02,8.960182925057146308e-01
1.641177926786565422e+02,1.627792951650930964e-01
1.775273405432610616e+02,7.429854418447212616e-01
1.645967608044700228e+02,7.089159751956407574e-01
2.417811869889541754e+02,8.992982677889503895e-01
1.403642828037721983e+02,2.306906225784093323e-01
1.182373118338800566e+02,3.079232163400664746e-01
1.407501603537067751e+02,2.295063801210607268e-01
1.128736874690057306e+02,5.383945464462577268e-01
2.373234161273176142e+02,8.888768916689562261e-01
1.054385437345640071e+02,4.933365249781181960e-01
1.680601134401020147e+02,7.181839876838383985e-01
1.600851107728899194e+02,6.966581605925405984e-01
1.256136743853189017e+02,5.909427763450353366e-01
1.403103480000394256e+02,2.308564330303544132e-01
1.775653162729730070e+02,1.273207133042718597e-01
2.123096477697393141e+02,8.294780408802371330e-01
1.077514325009490932e+02,3.604506639695349568e-01
1.448667821671180889e+02,2.170824370168034645e-01
1.252960686533668024e+02,5.897927930904004468e-01
1.285468011481957831e+02,6.013154620549354679e-01
1.067616519147702121e+02,5.032972603759695573e-01
1.517926039040182218e+02,1.969222095462384026e-01
1.019921661449037771e+02,4.485496098846526447e-01
1.158256063393763924e+02,5.521293275267734613e-01
1.826771325807275730e+02,7.561969569127173774e-01
1.051345347521346838e+02,4.908162095813128900e-01
1.099234529838315240e+02,3.474235029925769602e-01
2.022028388623093633e+02,8.049212036422711547e-01
2.115604645610844159e+02,8.276704567207503471e-01
1.238664768636991624e+02,2.858598667744262078e-01
2.359655743205004796e+02,8.856938785399864900e-01
1.841601050496128096e+02,7.599695944979071305e-01
2.294399476748556879e+02,8.703365893267455133e-01
1.945508798999325961e+02,7.860530799861529250e-01
1.351778446651844376e+02,6.234177490147296830e-01
1.945475035095878695e+02,7.860446955110524936e-01
1.097004041558675453e+02,3.486821293198077987e-01
1.575743269608626633e+02,6.897360085075822100e-01
